TransactionID,UserID,MerchantID,DeviceID,TransactionAmount,TransactionDate,PaymentMethod,DeviceType,IP_Address,LocationLat,LocationLon,IP_Country,BillingCountry,IsFraud
edf3f3c8-8c5e-4e69-81e7-e2bd0cd95ee5,U002360,M00253,e1c7f0db-33fd-3176-753a-b2e8086e2472,188.72,2026-08-14T18:08:34+00:00,DIGITAL_WALLET,MOBILE,135.168.232.131,32.903499,-74.257801,DE,DE,False
c0870134-cfa9-443d-9de7-990e5b10c77b,U005044,M00041,97cdc994-be26-8762-e91a-5fd60b205f9a,70.0,2026-08-14T11:06:58+00:00,BANK_TRANSFER,TABLET,170.57.106.220,43.134478,58.391881,GB,GB,False
343c7ef9-1824-42d6-a48a-77df12fc3a90,U000759,M00188,f4bf2225-9433-bf78-fdfd-73c081960dfa,74.15,2026-08-14T14:01:43+00:00,UPI,MOBILE,179.7.202.162,9.442765,142.699268,US,US,False
8d89d37d-cd60-4f15-b343-9913606b81db,U006018,M00073,c23bf06c-d32f-c325-30aa-e2b80297db28,128.07,2026-08-14T09:16:59+00:00,CREDIT_CARD,MOBILE,91.100.20.129,0.763645,-104.707327,CA,CA,False
992405d8-f765-4253-89bc-4bd902e13b3c,U002141,M00120,fef6b988-1c61-3cc0-0eba-81cf783fd137,251.07,2026-08-14T17:35:00+00:00,DIGITAL_WALLET,DESKTOP,180.31.210.83,10.258388,-85.321717,NG,NG,False
d3ae4c01-560b-4620-8a26-e7fc0bcd3b0e,U006305,M00051,68fa7f93-958a-4baa-11ae-a9f6d717035e,166.36,2026-08-14T15:08:18+00:00,DEBIT_CARD,TABLET,116.159.130.78,50.305468,-99.817154,AU,AU,False
493eae60-916d-4449-b32e-1c3a305aef9a,U006874,M00013,bd843b8a-4154-3e6a-0abb-ad34444bd66a,38.12,2026-08-14T12:30:25+00:00,DIGITAL_WALLET,DESKTOP,2.234.89.84,-32.944447,-131.321837,DE,DE,False
9afdda84-9365-4b2b-a187-cd6e31a9e37b,U004798,M00052,abfaabea-a89e-49cc-4e5d-9feab8a110b7,61.51,2026-08-14T15:53:26+00:00,UPI,MOBILE,41.46.7.0,-20.551359,-83.67092,AU,AU,False
47192b21-ee95-47f4-8792-fd58858f9e03,U005578,M00272,7de45cf4-b6cd-035c-0f42-ef7767b1107d,163.24,2026-08-14T18:30:58+00:00,BANK_TRANSFER,DESKTOP,139.253.100.193,23.616277,-59.347038,US,US,False
659473bc-5b7d-4f73-89df-122f9719ecf7,U000936,M00077,ab59573a-32a3-62e2-cd23-9322f7f17dcc,38.04,2026-08-14T19:45:06+00:00,BANK_TRANSFER,TABLET,229.39.223.133,57.526296,146.780233,US,US,False
529f663f-d081-40b4-9315-0b83e6b14abb,U003954,M00010,60ce01e6-f53d-7441-7b6f-127b1676c857,247.51,2026-08-14T15:58:30+00:00,CREDIT_CARD,TABLET,247.67.213.32,-34.872856,-150.63897,GB,GB,False
f4463447-ee57-45bc-9707-317b3d14a287,U002624,M00296,aee1ebc9-ebfa-60de-0039-67467a0ad1f4,49.22,2026-08-14T14:48:23+00:00,DEBIT_CARD,MOBILE,197.13.66.92,-45.627595,-42.420822,IN,IN,False
b33cc4c3-4f4f-43c4-9d31-e6b0cbac42c1,U002958,M00214,9c3e75da-65c8-2e99-657b-2334831d0f31,171.61,2026-08-14T20:10:08+00:00,BANK_TRANSFER,MOBILE,12.78.32.32,32.366079,-36.538773,NG,NG,False
5dda886f-5ab1-4c67-b45a-6cca337748c4,U004460,M00038,2a9dad26-7c35-4e9c-e5b3-46b2881729a3,51.25,2026-08-14T13:27:57+00:00,DIGITAL_WALLET,DESKTOP,223.235.189.16,25.953927,-131.715796,NG,NG,False
ee5bf210-db21-489d-863a-740f694c520d,U004892,M00294,e9b03317-39c7-50ce-5c13-d93299b160a8,131.54,2026-08-14T14:35:05+00:00,CREDIT_CARD,TABLET,4.197.64.19,5.16784,-140.972134,IN,IN,False
899cf7bd-e62a-423c-8007-fa436994370d,U005142,M00000,ee73711b-c55b-ed28-4132-04419e8d0457,285.51,2026-08-14T10:29:09+00:00,UPI,MOBILE,83.95.229.44,58.547536,128.759435,IN,IN,False
7f94f7c4-8ee6-4d41-8136-daeb665b6113,U000519,M00055,a69562b9-63be-a293-9c69-ed8e0ee9ede4,102.2,2026-08-14T10:33:43+00:00,DIGITAL_WALLET,TABLET,249.127.52.71,-51.800119,-57.78335,IN,IN,False
150b89f5-30b4-4e83-a78d-7ca16d150fdd,U002805,M00052,9f110392-fce9-537d-0e61-7c05a885a7d1,120.37,2026-08-14T17:49:25+00:00,BANK_TRANSFER,DESKTOP,134.134.169.15,42.766044,-37.972485,US,US,False
e894fb17-bfb5-4388-8620-8e052c41e2b0,U006973,M00191,2f1538e7-7981-85b7-1629-985b23cc888f,1.0,2026-08-14T09:48:25+00:00,CREDIT_CARD,DESKTOP,7.223.9.103,56.095931,156.911412,NG,NG,False
01439d9d-e7df-4346-af0d-1d554f183473,U006915,M00187,6a945493-cdcd-b7df-e044-49091cc289c9,70.03,2026-08-14T18:21:30+00:00,BANK_TRANSFER,DESKTOP,242.202.221.66,-18.048866,166.361722,US,US,False
04134980-a0da-40fc-b812-ee83a7a12611,U004689,M00054,7678a067-7841-2774-0dac-ad1776a646d4,222.31,2026-08-14T11:57:06+00:00,DIGITAL_WALLET,DESKTOP,39.45.231.112,-48.661159,50.748857,CA,CA,False
6512acb2-0343-4184-8f43-3ed9636e84b8,U004793,M00200,68939e7b-1b86-2bd6-25d6-f0e16ead6bd3,70.65,2026-08-14T09:27:19+00:00,DEBIT_CARD,TABLET,236.155.180.86,-10.001015,112.897758,US,US,False
a3b669b6-d197-410f-aec1-729e8337fc8a,U006009,M00171,b23b0b59-ac6b-f360-9eaa-ece1814fa5dc,63.89,2026-08-14T07:23:18+00:00,CREDIT_CARD,DESKTOP,222.56.103.149,43.625511,-101.81616,IN,IN,False
ae861e85-21cb-4eec-954d-264cbf091aca,U001993,M00199,f9d33e47-677c-ec09-5a99-422493d45b6a,57.62,2026-08-14T11:22:25+00:00,BANK_TRANSFER,MOBILE,34.167.26.91,-23.371709,-17.489032,FR,FR,False
c0a80411-9d3b-46d8-887b-b8e1d6221316,U000069,M00097,7009bc92-9129-e508-6da8-1955d42f00f4,195.05,2026-08-14T16:15:01+00:00,UPI,DESKTOP,111.76.114.204,-43.443549,-113.374673,IN,IN,False
cbaa3501-ead1-4a74-b11c-d1f2bd643157,U001211,M00341,28333cb5-b0c5-7bff-61cc-2aec419b8c4d,117.99,2026-08-14T17:05:10+00:00,BANK_TRANSFER,TABLET,8.208.42.93,21.513482,-11.057058,CA,CA,False
4443cf4f-d300-43b7-84b0-2d557e41bc7f,U000602,M00111,50a9032b-a568-91ab-bd5d-e3233609642f,140.72,2026-08-14T11:45:01+00:00,DEBIT_CARD,TABLET,85.45.194.111,-14.820498,80.196921,DE,DE,False
9b2e8b03-ed1b-4f24-a24d-3ac56cb046fd,U002378,M00072,8ec15bb9-2524-87d1-7db2-67539966168e,1.0,2026-08-14T18:28:15+00:00,DEBIT_CARD,MOBILE,46.96.229.38,51.956953,-39.525121,BR,BR,False
6f121060-31df-4776-a7f6-46ff23bbb70a,U006620,M00318,2e770f01-89af-26c4-4d4a-3a535906fdd4,209.45,2026-08-14T17:46:05+00:00,DIGITAL_WALLET,DESKTOP,178.200.83.123,12.010497,9.622393,US,US,False
6b519b07-a1ce-4eac-a740-81509debecce,U004020,M00031,e626d753-96f6-9312-6c6a-10da3b4b467f,46.35,2026-08-14T19:15:52+00:00,DEBIT_CARD,DESKTOP,237.224.189.254,-30.299342,97.766123,GB,GB,False
591d3869-6de1-4ac1-aac3-1c752e97e7ca,U006658,M00289,c4a1d9e3-d454-fede-2f1a-3087c015fdd5,226.75,2026-08-14T06:24:00+00:00,DEBIT_CARD,MOBILE,169.64.109.33,2.791317,-29.995604,CA,CA,False
622a99fd-d4a9-482b-acb5-bb8a5e79f6f3,U006035,M00173,9f8de3a9-765d-20d2-9093-a82d45ffd3af,258.85,2026-08-14T08:02:13+00:00,DEBIT_CARD,MOBILE,40.198.120.237,40.163918,137.61024,US,US,False
4c68909d-1e8c-4cdb-830e-5630c7628997,U006378,M00076,9b695c7b-9e6b-134c-933b-e0f6f578305b,78.72,2026-08-14T21:46:49+00:00,CREDIT_CARD,MOBILE,78.196.217.185,-19.119837,25.698739,DE,DE,False
52d2f626-734c-453d-9cd6-1674f34de1ce,U005744,M00275,e53566ef-8b43-ad96-fd91-b42066936225,213.38,2026-08-14T20:48:59+00:00,CREDIT_CARD,TABLET,65.220.190.215,-52.773456,4.552423,IN,IN,False
aae45aeb-c849-401e-b6a9-6fe55f315ee2,U005702,M00014,dea5ae5f-d54b-915f-f3b6-10bbf80e942f,273.03,2026-08-14T15:17:56+00:00,CREDIT_CARD,MOBILE,96.127.231.98,30.309283,-54.405323,IN,IN,False
b93b7fc5-013e-4760-8dcc-492dc8b09b7b,U000442,M00103,3c5b02a5-54b4-4302-dd36-73433c947be1,175.83,2026-08-14T15:32:46+00:00,DIGITAL_WALLET,MOBILE,111.6.65.114,-1.506138,-16.627356,CA,CA,False
7b5ee820-a1ba-4f0c-80ba-c297e789bb17,U001187,M00184,4c71e3a6-c684-edec-e865-f8025d5a9cfc,239.34,2026-08-14T18:40:17+00:00,BANK_TRANSFER,MOBILE,6.234.131.239,37.900542,-100.657929,IN,IN,False
92e33c6e-6a1e-43e0-97ab-efa49715e5b6,U000143,M00058,16d85385-c30f-83c0-20a6-b9439270ed54,94.17,2026-08-14T20:49:34+00:00,UPI,TABLET,136.185.68.48,46.946781,-154.242466,NG,NG,False
538db30c-71d6-4717-a7ea-11e94c2e4990,U001239,M00210,d2aa86d5-1077-b8fa-523c-8f4d3a77c685,71.45,2026-08-14T20:24:04+00:00,DIGITAL_WALLET,MOBILE,58.118.72.162,-0.236371,-161.462474,US,US,False
19e081a0-228a-4a56-b552-23bcc5d87753,U003536,M00352,219e8fac-92dc-2f3f-7d53-b4b8c4622b09,208.12,2026-08-14T11:17:00+00:00,DIGITAL_WALLET,DESKTOP,127.101.115.118,-47.181147,132.694183,CA,CA,False
c2c62f1b-7567-4830-a837-512de96fc6b2,U001220,M00013,6dadcece-cc96-dc13-5990-4d7994dafb07,106.38,2026-08-14T11:12:05+00:00,UPI,DESKTOP,147.94.5.155,21.471295,-134.553975,GB,GB,False
