TransactionID,UserID,MerchantID,DeviceID,TransactionAmount,TransactionDate,PaymentMethod,DeviceType,IP_Address,LocationLat,LocationLon,IP_Country,BillingCountry,IsFraud
34c86202-a6af-4ac9-bc45-79efa0c8f845,U000178,M00274,144a63ba-2f64-50ca-48af-db92fc507cc6,280.73,2026-08-17T18:23:59+00:00,DEBIT_CARD,MOBILE,176.9.128.250,59.908077,133.442503,JP,JP,False
91812287-21ab-4006-b50f-1ab62ddd4bc1,U003283,M00252,181cf926-f1e2-fe1d-908d-25012c8df108,278.54,2026-08-17T17:49:51+00:00,DIGITAL_WALLET,DESKTOP,95.231.152.225,-11.756795,-54.371806,IN,IN,False
c5fba2e8-4844-44ae-8e6c-9132f0fd074a,U001160,M00191,32e66f6d-985a-917f-b206-a8fd338bf1a5,261.44,2026-08-17T15:44:39+00:00,DEBIT_CARD,TABLET,80.88.101.141,-28.016719,-36.112508,DE,DE,False
527450b0-f6ee-43ee-a4fb-5486f504b2e3,U001316,M00338,f717ae21-da6b-4aa4-d58d-6841c5d52f9a,326.21,2026-08-17T18:50:06+00:00,UPI,DESKTOP,52.24.227.120,-25.171789,123.796365,GB,GB,False
ca9dbea2-ff0e-4c52-859e-2cec171b2485,U000677,M00008,86dcef86-65cb-a025-16ab-47f5c27bdc63,167.1,2026-08-17T18:10:20+00:00,BANK_TRANSFER,DESKTOP,161.28.125.9,22.316253,59.041037,IN,IN,False
6ce86f67-e09f-461b-a87d-b991a28e50b3,U003047,M00080,d649772e-9eba-3205-1c90-52081d0f9aed,178.57,2026-08-17T11:12:06+00:00,BANK_TRANSFER,MOBILE,167.245.165.149,43.739363,79.969993,CA,CA,False
650bb284-07f7-4e25-995e-1d6bde3b4bbb,U002238,M00073,dba580ac-5fb8-68e5-c4c3-f1fcb984a265,224.19,2026-08-17T11:57:49+00:00,BANK_TRANSFER,MOBILE,165.144.143.0,-32.310894,-136.91037,IN,IN,False
e2200da4-3be7-4dbc-96a0-7a711a39b90e,U004265,M00043,9364fa57-f580-a57d-baa8-d5585f3c14ec,308.16,2026-08-17T17:00:20+00:00,DIGITAL_WALLET,TABLET,193.241.151.196,59.61455,-15.828154,IN,IN,False
fce706de-aafd-4236-80db-807ef1deefe9,U001383,M00037,5b33b249-9f5b-13ba-2772-8f22e1a88260,7.85,2026-08-17T08:05:46+00:00,UPI,MOBILE,188.182.161.171,-19.827142,166.579025,US,US,False
3e59600c-b709-4dad-86ad-2f4bba431930,U001108,M00015,9d4d0fce-9178-5cf1-4a8e-3d8c1430b0e4,265.53,2026-08-17T17:15:12+00:00,DEBIT_CARD,TABLET,154.157.136.75,20.734969,17.723279,GB,GB,False
1f5b5c95-88ed-4e0a-bda1-18f23e3f8b55,U000505,M00202,97f2fa9c-6787-ff81-9c6b-3a21d7cb9a98,210.25,2026-08-17T23:09:53+00:00,UPI,TABLET,9.45.132.121,46.326215,-74.448133,US,US,False
fd24e551-f73a-417c-86d0-dea1aa463860,U001531,M00106,6475081e-0cde-1e18-a81e-cef9b7a83247,232.05,2026-08-17T13:18:37+00:00,DIGITAL_WALLET,TABLET,174.132.149.75,-30.249457,131.73593,IN,IN,False
ce31e6de-4a46-446a-9a6c-f8248cb9ff06,U001768,M00235,b0c139ac-f454-232f-ed90-8eff023ca603,240.17,2026-08-17T08:57:41+00:00,DIGITAL_WALLET,MOBILE,16.161.83.87,-10.146699,-68.61241,AU,AU,False
ccd43d19-6f9a-4c5f-b076-ab86e0e193b3,U000534,M00347,82e1a7d7-d1b8-2cd8-2df4-09160e1e5bd8,53.08,2026-08-17T09:22:40+00:00,BANK_TRANSFER,DESKTOP,75.142.19.131,11.272016,-14.192788,DE,DE,False
ed6266cb-f4da-4a24-bc4e-149f91c5af7a,U003990,M00062,6ba6c437-f324-1b2e-892f-13047b897eeb,306.44,2026-08-17T09:38:09+00:00,CREDIT_CARD,DESKTOP,9.235.102.56,-42.690731,-5.290984,GB,GB,False
c9354d30-8a70-439b-bd38-7d217a8ad978,U003024,M00310,b8667617-c3b5-f3f1-9c43-e68e8e9d931c,122.46,2026-08-17T11:00:43+00:00,DIGITAL_WALLET,TABLET,120.119.228.33,-41.936774,-6.107531,US,US,False
11d570a9-09c8-4865-a334-2c5c600b3775,U003126,M00106,07da6ec8-9aa9-c5c3-7277-09fc629ec889,127.8,2026-08-17T18:26:14+00:00,BANK_TRANSFER,MOBILE,27.4.200.128,55.875728,-107.892969,US,US,False
e17b6cb5-5777-4a0a-bd0c-1a32baccf339,U001995,M00369,f0923804-252f-7aa0-bb5b-848e5f3459a5,272.6,2026-08-17T13:51:33+00:00,DEBIT_CARD,MOBILE,193.136.147.186,-0.563034,111.682045,IN,IN,False
