TransactionID,UserID,MerchantID,DeviceID,TransactionAmount,TransactionDate,PaymentMethod,DeviceType,IP_Address,LocationLat,LocationLon,IP_Country,BillingCountry,IsFraud
8c9c910b-2954-4664-9e78-d78802d4e262,U001760,M00203,6b9f18a4-7aa0-0b64-ad77-ae57a4a8912a,118.17,2026-08-11T13:07:38+00:00,CREDIT_CARD,TABLET,76.81.178.127,9.224844,-108.219235,FR,FR,False
cfe3e8a6-d073-4320-a4b5-6a8411783a15,U001659,M00159,a75cd98c-ce18-f3ea-56e2-246c0c10f63f,291.95,2026-08-11T21:59:39+00:00,BANK_TRANSFER,DESKTOP,148.71.56.244,39.058509,-105.229271,DE,DE,False
6dd42002-b705-4c48-9d00-12f346f4db89,U002807,M00001,ed94ad6c-e1fc-2a90-6594-24420c706098,22.28,2026-08-11T21:10:33+00:00,BANK_TRANSFER,TABLET,219.19.16.100,28.72952,30.528574,FR,FR,False
4e2a64c1-c92c-4619-a5c8-399fe1cad1cf,U000917,M00205,5fcaddcb-47ed-6ca5-988b-13d1e82bc191,298.48,2026-08-11T18:06:52+00:00,DIGITAL_WALLET,MOBILE,0.113.127.80,7.806545,139.072932,BR,BR,False
9ecdfede-b009-48b3-95e5-04d79d77560a,U001775,M00024,3ba109d2-46a5-b1bf-a1ab-81f9ed010a29,168.01,2026-08-11T17:56:19+00:00,DEBIT_CARD,TABLET,247.214.100.84,-42.713024,-40.995161,CA,CA,False
6fcb5e49-6522-43ce-a629-9380bf1c1f0e,U001668,M00246,d2ba6e2b-afc0-ff67-31a9-3d27fd5e051b,458.91,2026-08-11T19:34:51+00:00,DEBIT_CARD,MOBILE,227.52.191.5,12.634072,162.310511,IN,IN,False
b4a5d85a-7f1a-4ff2-bf4f-238583ac49dc,U002011,M00288,09c6f6ea-b0d3-e659-38dc-895fd70c268e,98.1,2026-08-11T14:58:00+00:00,CREDIT_CARD,TABLET,127.185.68.61,54.079917,-85.562992,FR,FR,False
f57918ae-94d4-42c5-b85f-75a5223d8d90,U000209,M00272,33eaf43c-2c01-e51f-51e0-663e6b7b0930,132.94,2026-08-11T14:33:23+00:00,BANK_TRANSFER,TABLET,125.131.58.83,-52.153613,158.452513,FR,FR,False
8db9545d-b647-417e-8315-912d8f0bfb47,U000129,M00170,3b7d8765-d1ed-414b-dd84-8e2d5453a00d,257.8,2026-08-11T23:57:55+00:00,CREDIT_CARD,MOBILE,59.43.57.45,38.984338,-77.411892,IN,IN,False
490dc4e8-7a72-4713-9527-c899f54aeed8,U000359,M00103,b31091ba-de75-da9e-a214-e481c9bf4292,269.67,2026-08-11T18:25:25+00:00,CREDIT_CARD,MOBILE,69.239.117.42,5.676572,28.249848,US,US,False
70f77716-a785-44bf-b817-7b4c2e70748d,U002507,M00085,56cff096-f33c-1ea5-3543-d19084acba93,180.92,2026-08-11T18:02:42+00:00,DEBIT_CARD,TABLET,69.116.148.23,-6.870892,-53.823395,IN,IN,False
