TransactionID,UserID,MerchantID,DeviceID,TransactionAmount,TransactionDate,PaymentMethod,DeviceType,IP_Address,LocationLat,LocationLon,IP_Country,BillingCountry,IsFraud
6ed4a569-7e3a-4ffe-9c9b-43e2caaf4281,U000755,M00325,703bb769-6b4c-4587-a54f-9a6bbfa299f6,95.19,2026-08-04T10:28:25+00:00,BANK_TRANSFER,DESKTOP,112.136.150.92,-6.671221,-67.538024,BR,BR,False
3a1c8ad4-b180-4df8-ad29-94863b5511fc,U000786,M00058,9336154c-23c3-1845-ffca-54dc2b392285,76.82,2026-08-04T14:14:40+00:00,DEBIT_CARD,TABLET,150.2.238.165,-49.112482,-77.014534,AU,AU,False
106137bf-7508-4d80-a94c-69b9538a990d,U004251,M00242,7146a3b2-00d5-4019-13a0-b9b396802c5b,19.53,2026-08-04T10:30:53+00:00,DEBIT_CARD,MOBILE,101.164.75.213,5.687261,102.731979,IN,IN,False
41275c5b-6730-436b-8258-537cbab5d301,U003141,M00263,b8891c99-1b6c-b592-e4f1-277c6f772563,33.04,2026-08-04T11:44:19+00:00,CREDIT_CARD,TABLET,30.11.185.243,-29.341473,-15.205659,CA,CA,False
7901e486-5588-4d06-ab5a-ffbd6e25ed56,U003393,M00319,7d6dc297-7dda-030e-26cf-4d5c811c252b,221.17,2026-08-04T11:23:59+00:00,BANK_TRANSFER,TABLET,235.255.127.69,-49.753448,-34.547642,CA,CA,False
74a23d2d-32ed-42d1-a4c9-af775ea6054f,U004827,M00225,3af370b2-edfa-699d-ed18-47c818bd16f3,143.82,2026-08-04T20:35:38+00:00,CREDIT_CARD,DESKTOP,192.76.47.167,-27.784684,-99.540605,US,US,False
e5b6c2fd-b46c-4b74-9154-a1526ada315f,U003745,M00166,da995a1e-3b53-83b6-b3ee-851b12d54d35,201.31,2026-08-04T08:45:46+00:00,UPI,TABLET,221.198.154.156,51.309386,-110.271687,GB,GB,False
8a4bcf09-9565-4808-af72-9d0fc046421d,U002772,M00173,65052482-d3e8-ff76-d7ec-80fe0c24dd27,267.58,2026-08-04T10:39:57+00:00,BANK_TRANSFER,DESKTOP,117.59.97.122,-16.261371,-48.11307,NG,NG,False
6cc756f0-42d0-4182-bcfb-f4f771fd8288,U001202,M00208,5b411323-f289-e9d1-f7a7-ae3a49fd424d,260.28,2026-08-04T10:35:32+00:00,DIGITAL_WALLET,TABLET,18.98.181.173,1.310486,128.853695,CA,CA,False
81b93a63-b1b6-468d-b66a-54283951c8fb,U005043,M00215,c04e9533-46bd-fd2f-74f4-a0c9d21b3bbb,123.74,2026-08-04T13:42:10+00:00,BANK_TRANSFER,MOBILE,169.180.50.87,61.546408,-167.838141,CA,CA,False
