TransactionID,UserID,MerchantID,DeviceID,TransactionAmount,TransactionDate,PaymentMethod,DeviceType,IP_Address,LocationLat,LocationLon,IP_Country,BillingCountry,IsFraud
8ec32480-a925-4221-9ffb-a44681f0b3f8,U001275,M00039,4330d681-f092-5cf9-7cb2-251654948224,60.2,2026-08-09T11:17:28+00:00,UPI,MOBILE,51.204.221.235,57.408279,36.659612,IN,IN,False
fb9ab9ec-afd9-4b8c-a25b-a61b725f2ffc,U001223,M00222,8e45b27a-07da-1367-ef14-36cf2bcc7df2,137.14,2026-08-09T12:46:51+00:00,DEBIT_CARD,TABLET,18.227.70.43,22.97594,4.332738,JP,JP,False
897cf15e-7796-4c01-968d-5513413d2413,U006176,M00182,a0314867-06fb-2064-f1e5-cdbf2898b951,305.26,2026-08-09T17:06:33+00:00,DIGITAL_WALLET,TABLET,236.100.123.181,18.989882,-17.204496,NG,NG,False
3b10f66c-0892-4e91-9cfa-7184bf497a71,U001871,M00188,ad9f52ac-8c89-ba8a-3509-54398f606d97,196.26,2026-08-09T13:03:18+00:00,UPI,MOBILE,180.103.249.17,49.688241,-144.531207,FR,FR,False
45b70409-5525-417a-ba3b-cd929e817e3b,U006060,M00138,cde672f7-b288-74fe-2e4d-d643b02baf3b,249.42,2026-08-09T09:12:35+00:00,BANK_TRANSFER,DESKTOP,71.215.81.173,-33.747253,-147.603719,IN,IN,False
3b95d74d-eb69-4a20-b162-a8e74db2f950,U000354,M00201,2bd9a63d-8b9e-7185-6d11-6adf99fd9fcd,255.99,2026-08-09T15:16:14+00:00,BANK_TRANSFER,DESKTOP,49.27.32.29,-44.784058,-137.160283,GB,GB,False
aba63416-49df-4b39-833d-3e68c7bef18e,U004136,M00290,e928b6d9-e340-ab92-48e8-621cdf86f781,120.86,2026-08-09T17:25:05+00:00,DEBIT_CARD,MOBILE,3.226.21.35,50.624942,1.219464,IN,IN,False
f9a6969c-d090-43aa-be34-19ec7129701d,U002473,M00119,0f7119c7-ad2d-7470-c913-cdd4a6b1cd3c,40.98,2026-08-09T11:23:00+00:00,UPI,DESKTOP,233.45.204.195,-19.436014,134.60642,CA,CA,False
14164388-59c8-4f47-a8de-9b359a7f6652,U003602,M00234,997f2708-0b3b-9cb1-27ca-a8894291b9b6,194.71,2026-08-09T16:18:45+00:00,BANK_TRANSFER,MOBILE,156.93.135.155,-34.535252,-152.233568,GB,GB,False
70a25394-84ae-40ba-8951-856e356cd0a0,U003909,M00175,85c82b9b-8aa0-467c-05ae-b8a0e0ab11eb,332.39,2026-08-09T08:06:13+00:00,CREDIT_CARD,DESKTOP,133.223.181.167,-33.891498,86.019804,US,US,False
a1f06ad0-8b80-4aca-ac92-417931dcc8bb,U004865,M00209,97b52c04-09c1-07ab-3dad-8af0fd80f0a1,214.69,2026-08-09T14:44:51+00:00,UPI,MOBILE,107.167.74.219,27.179048,152.149476,US,US,False
a645b035-c383-4315-853c-94f8527a8611,U003431,M00212,32e5eb74-42bc-9346-cbb7-f044159a8c2d,388.47,2026-08-09T22:32:04+00:00,DEBIT_CARD,TABLET,207.34.245.199,17.992355,-23.227477,US,US,False
f0bf70cc-e116-4961-a15f-d9996116b323,U002988,M00105,73c2cfbf-a42b-1eba-0734-9dfc8a326c95,34.47,2026-08-09T11:50:00+00:00,BANK_TRANSFER,TABLET,24.255.167.38,-46.393517,22.291597,IN,IN,False
eac8f151-41cc-494e-8ec8-5a710436b112,U001331,M00239,9b6455a2-a5de-43b4-dc08-3d0bd7889362,167.62,2026-08-09T15:23:04+00:00,UPI,MOBILE,38.47.45.199,3.142759,-41.186685,IN,IN,False
f2e20d41-b1cf-4555-a47f-5fa6c33ddc07,U006125,M00214,3a112e2b-7826-b0f8-8dcf-83d0698a0fdb,154.63,2026-08-09T20:00:17+00:00,CREDIT_CARD,DESKTOP,23.58.246.102,-27.707217,48.443358,BR,BR,False
05fed80e-ff24-452c-b729-fdefd1cc0d3c,U003195,M00005,bd9bf6c6-0f28-1906-b0e2-d87e2935ee92,26.96,2026-08-09T18:24:41+00:00,DEBIT_CARD,TABLET,163.216.239.23,38.27435,-119.787134,CA,CA,False
3aa5ddd7-d868-4b8e-9753-c12df889f676,U004453,M00002,7734efe1-2504-4220-a3b0-de3f5e539dc4,86.22,2026-08-09T20:15:31+00:00,DEBIT_CARD,TABLET,185.246.22.110,38.515736,-143.888713,NG,NG,False
e7a47a4e-ce26-40fc-90fd-e11c13efe975,U000569,M00204,189e9f4e-931e-16e4-7d2b-6ec5a9cd02ea,45.39,2026-08-09T12:17:56+00:00,DIGITAL_WALLET,DESKTOP,212.201.216.168,55.612164,-150.08127,IN,IN,False
a443cb4a-a748-4561-98da-bf20dc9668d6,U000260,M00047,fd459cde-af54-b7d5-121a-62bcc85744ab,177.35,2026-08-09T19:08:29+00:00,DEBIT_CARD,MOBILE,160.111.115.128,57.773724,22.816165,GB,GB,False
bd28d09b-9198-43ea-bf54-cc0851316952,U004335,M00019,fdcdfbc1-8c0b-dff6-14fe-3297738e6168,1.0,2026-08-09T07:48:34+00:00,BANK_TRANSFER,DESKTOP,61.185.64.136,48.096267,82.377883,IN,IN,False
dce37e52-2524-4ca8-b9c7-536498f07f84,U003366,M00248,d22dc3a9-e5aa-a1c6-e71a-c7234953cfd2,172.92,2026-08-09T09:03:39+00:00,CREDIT_CARD,TABLET,200.7.136.28,-47.976294,33.870032,IN,IN,False
d99132c6-601b-4de5-bddf-dfbbd20dec23,U003565,M00290,4a918cc7-0966-03f1-82d0-e61e4c120047,201.55,2026-08-09T15:51:15+00:00,UPI,MOBILE,68.4.80.17,22.194683,117.60153,IN,IN,False
edea77dc-c654-4c5e-81d4-df752cf3c811,U004883,M00113,4a8dd743-0527-bbe7-e2a7-ba882456388f,205.13,2026-08-09T16:52:23+00:00,CREDIT_CARD,MOBILE,95.0.207.57,12.003569,-92.146101,IN,IN,False
593a3e95-f089-4b64-9f19-85a1eea15436,U005163,M00185,bf7e4f25-4641-1127-e0d5-e93cb515f118,202.46,2026-08-09T14:18:46+00:00,DEBIT_CARD,MOBILE,110.147.81.25,-23.828491,-63.978711,NG,NG,False
c7f85c41-29b3-45bb-ad34-b0f36ac89e96,U000600,M00159,b15f36f5-0f85-1018-e9ae-2b946d97d1a1,333.94,2026-08-09T13:24:04+00:00,DIGITAL_WALLET,TABLET,200.195.211.37,-13.504225,-20.599761,NG,NG,False
982ec461-db00-47ac-8924-90815852a720,U000191,M00246,1d0d58ee-9d95-59c4-0e99-d0577aaf9e01,153.65,2026-08-09T23:42:02+00:00,CREDIT_CARD,DESKTOP,185.66.64.198,39.285682,126.47828,IN,IN,False
4277ac10-181c-4c26-b753-9fd72a3f135d,U003790,M00038,cbc4732c-485c-3988-cc46-17ac9a1c9e4a,238.85,2026-08-09T15:09:49+00:00,DIGITAL_WALLET,TABLET,35.101.223.222,-11.547081,12.890375,US,US,False
d285b77c-8db2-45ec-a25b-492ffa53df55,U000742,M00188,14df6e09-a0ec-b26e-6d35-ec7747181ff0,116.78,2026-08-09T20:45:21+00:00,BANK_TRANSFER,MOBILE,143.141.92.7,-17.724716,153.747126,DE,DE,False
bca354e5-24be-428f-b4b2-e2df0a0b6f94,U002887,M00154,febe280f-5a4f-119a-ed95-e9fcd85812a2,286.56,2026-08-09T14:41:55+00:00,UPI,TABLET,33.158.21.42,-42.965825,52.553435,IN,IN,False
67a46f03-af13-4240-89fa-4513adef7a0a,U001266,M00275,7762cc55-d1a2-2546-c5c8-28ef17c77c5e,105.66,2026-08-09T16:12:43+00:00,CREDIT_CARD,DESKTOP,76.245.81.1,-30.506316,75.014907,JP,JP,False
88bce20d-126d-4fcd-9e94-644fc0e1a71f,U001567,M00068,4871b38b-ae83-5bbe-3691-5e414ff9d059,160.45,2026-08-09T21:13:09+00:00,UPI,TABLET,188.119.189.175,-34.516676,-133.94917,IN,IN,False
